,date,Outflows_acft
906,2010-03-25,600.9926310201381
907,2010-03-26,654.5464298239128
908,2010-03-27,3391.7405907944353
909,2010-03-28,5309.75997792989
910,2010-03-29,2110.41636795019
911,2010-03-30,1215.8695802542402
912,2010-03-31,1354.7127626381296
913,2010-04-01,3998.6836438963583
914,2010-04-02,5040.602552095106
915,2010-04-03,5038.024035767422
916,2010-04-04,5064.602587527399
917,2010-04-05,5338.361672966225
918,2010-04-06,6147.043870154337
919,2010-04-07,6490.264216176655
920,2010-04-08,7382.966372741754
921,2010-04-09,6717.5901747762655
922,2010-04-10,5088.205928828512
923,2010-04-11,6121.060360225044
924,2010-04-12,4146.15493786262
925,2010-04-13,3129.981522944375
926,2010-04-14,4964.635496587606
927,2010-04-15,6279.678778320589
928,2010-04-16,6400.670694305412
929,2010-04-17,4999.941334082718
930,2010-04-18,3500.4349681381714
931,2010-04-19,1400.3326650216297
932,2010-04-20,1235.7043205463565
933,2010-04-21,1715.705035772092
934,2010-04-22,2632.0700372708106
935,2010-04-23,3990.7497482214226
936,2010-04-24,4443.259513399742
937,2010-04-25,4212.898839075656
938,2010-04-26,1263.4729569349806
939,2010-04-27,0.0
