date,NH4,NO,DIN
6/17/2009,0.009096435,0.091602284,100.6987184
6/18/2009,0.009108949,0.090223704,99.33265285
6/19/2009,0.009121463,0.088845125,97.96658731
6/20/2009,0.009133977,0.087466545,96.60052177
6/21/2009,0.00914649,0.086087966,95.23445623
6/22/2009,0.009159004,0.084709386,93.86839069
6/23/2009,0.009171518,0.083330807,92.50232516
6/24/2009,0.009184032,0.081952227,91.13625962
6/25/2009,0.009196546,0.080573648,89.77019408
6/26/2009,0.00920906,0.079195068,88.40412854
6/27/2009,0.009221574,0.077816489,87.038063
6/28/2009,0.009234088,0.076437909,85.67199747
6/29/2009,0.009246602,0.075059329,84.30593193
6/30/2009,0.009259116,0.07368075,82.93986639
7/1/2009,0.00927163,0.07230217,81.57380085
7/2/2009,0.009284144,0.070923591,80.20773531
7/3/2009,0.009296658,0.069545011,78.84166978
7/4/2009,0.009309172,0.068166432,77.47560424
7/5/2009,0.009321686,0.066787852,76.1095387
7/6/2009,0.0093342,0.065409273,74.74347316
7/7/2009,0.009311,0.064639929,73.95092934
7/8/2009,0.009263801,0.064107169,73.37097055
7/9/2009,0.009216603,0.063574409,72.79101177
7/10/2009,0.009169404,0.063041649,72.21105298
7/11/2009,0.009122205,0.062508889,71.63109419
7/12/2009,0.009075006,0.061976129,71.0511354
7/13/2009,0.009027808,0.061443369,70.47117661
