date,S65E_NH4
2/22/2018,69.428571
2/23/2018,66.571429
2/24/2018,63.714286
2/25/2018,60.857143
2/26/2018,58
2/27/2018,55.142857
2/28/2018,52.285714
3/1/2018,49.428571
3/2/2018,46.571429
3/3/2018,43.714286
3/4/2018,40.857143
3/5/2018,38
3/6/2018,35.142857
3/7/2018,32.285714
3/8/2018,29.428571
3/9/2018,26.571429
3/10/2018,23.714286
3/11/2018,20.857143
3/12/2018,18
3/13/2018,17.785714
3/14/2018,17.571429
3/15/2018,17.357143
3/16/2018,17.142857
3/17/2018,16.928571
3/18/2018,16.714286
3/19/2018,16.5
3/20/2018,16.285714
3/21/2018,16.071429
3/22/2018,15.857143
3/23/2018,15.642857
3/24/2018,15.428571
3/25/2018,15.214286
3/26/2018,15
3/27/2018,14.642857
3/28/2018,14.285714
3/29/2018,13.928571
3/30/2018,13.571429
3/31/2018,13.214286
4/1/2018,12.857143
4/2/2018,12.5
4/3/2018,12.142857
4/4/2018,11.785714
4/5/2018,11.428571
4/6/2018,11.071429
4/7/2018,10.714286
4/8/2018,10.357143
4/9/2018,10
4/10/2018,10.571429
4/11/2018,11.142857
4/12/2018,11.714286
4/13/2018,12.285714
4/14/2018,12.857143
4/15/2018,13.428571
4/16/2018,14
4/17/2018,14.571429
4/18/2018,15.142857
4/19/2018,15.714286
4/20/2018,16.285714
4/21/2018,16.857143
4/22/2018,17.428571
4/23/2018,18
4/24/2018,17.571429
4/25/2018,17.142857
4/26/2018,16.714286
4/27/2018,16.285714
4/28/2018,15.857143
4/29/2018,15.428571
4/30/2018,15
5/1/2018,14.571429
5/2/2018,14.142857
5/3/2018,13.714286
5/4/2018,13.285714
5/5/2018,12.857143
5/6/2018,12.428571
5/7/2018,12
5/8/2018,17.357143
5/9/2018,22.714286
5/10/2018,28.071429
5/11/2018,33.428571
5/12/2018,38.785714
5/13/2018,44.142857
5/14/2018,49.5
5/15/2018,54.857143
5/16/2018,60.214286
5/17/2018,65.571429
5/18/2018,70.928571
5/19/2018,76.285714
5/20/2018,81.642857
5/21/2018,87
5/22/2018,84.5
5/23/2018,82
5/24/2018,79.5
5/25/2018,77
5/26/2018,74.5
5/27/2018,72
5/28/2018,69.5
5/29/2018,67
5/30/2018,64.5
5/31/2018,62
6/1/2018,59.5
6/2/2018,57
6/3/2018,54.5
6/4/2018,52
6/5/2018,56.857143
6/6/2018,61.714286
6/7/2018,66.571429
6/8/2018,71.428571
6/9/2018,76.285714
6/10/2018,81.142857
6/11/2018,86
6/12/2018,90.857143
6/13/2018,95.714286
6/14/2018,100.571429
6/15/2018,105.428571
6/16/2018,110.285714
6/17/2018,115.142857
6/18/2018,120
6/19/2018,122.571429
6/20/2018,125.142857
6/21/2018,127.714286
6/22/2018,130.285714
6/23/2018,132.857143
6/24/2018,135.428571
6/25/2018,138
6/26/2018,140.571429
6/27/2018,143.142857
6/28/2018,145.714286
6/29/2018,148.285714
6/30/2018,150.857143
7/1/2018,153.428571
7/2/2018,156
7/3/2018,148.857143
7/4/2018,141.714286
7/5/2018,134.571429
7/6/2018,127.428571
7/7/2018,120.285714
7/8/2018,113.142857
7/9/2018,106
7/10/2018,98.857143
7/11/2018,91.714286
7/12/2018,84.571429
7/13/2018,77.428571
7/14/2018,70.285714
7/15/2018,63.142857
7/16/2018,56
7/17/2018,57.428571
7/18/2018,58.857143
7/19/2018,60.285714
7/20/2018,61.714286
7/21/2018,63.142857
7/22/2018,64.571429
7/23/2018,66
7/24/2018,67.428571
7/25/2018,68.857143
7/26/2018,70.285714
7/27/2018,71.714286
7/28/2018,73.142857
7/29/2018,74.571429
7/30/2018,76
7/31/2018,68.571429
8/1/2018,61.142857
8/2/2018,53.714286
8/3/2018,46.285714
8/4/2018,38.857143
8/5/2018,31.428571
8/6/2018,24
8/7/2018,31.571429
8/8/2018,39.142857
8/9/2018,46.714286
8/10/2018,54.285714
8/11/2018,61.857143
8/12/2018,69.428571
8/13/2018,77
8/14/2018,84.571429
8/15/2018,92.142857
8/16/2018,99.714286
8/17/2018,107.285714
8/18/2018,114.857143
8/19/2018,122.428571
8/20/2018,130
8/21/2018,129.733333
8/22/2018,129.466667
8/23/2018,129.2
8/24/2018,128.933333
8/25/2018,128.666667
8/26/2018,128.4
8/27/2018,128.133333
8/28/2018,127.866667
8/29/2018,127.6
8/30/2018,127.333333
8/31/2018,127.066667
9/1/2018,126.8
9/2/2018,126.533333
9/3/2018,126.266667
9/4/2018,126
9/5/2018,125.846154
9/6/2018,125.692308
9/7/2018,125.538462
9/8/2018,125.384615
9/9/2018,125.230769
9/10/2018,125.076923
9/11/2018,124.923077
9/12/2018,124.769231
9/13/2018,124.615385
9/14/2018,124.461538
9/15/2018,124.307692
9/16/2018,124.153846
9/17/2018,124
9/18/2018,123.071429
9/19/2018,122.142857
9/20/2018,121.214286
9/21/2018,120.285714
9/22/2018,119.357143
9/23/2018,118.428571
9/24/2018,117.5
9/25/2018,116.571429
9/26/2018,115.642857
9/27/2018,114.714286
9/28/2018,113.785714
9/29/2018,112.857143
9/30/2018,111.928571
10/1/2018,111
10/2/2018,87.333333
10/3/2018,63.666667
10/4/2018,40
10/5/2018,44.818182
10/6/2018,49.636364
10/7/2018,54.454545
10/8/2018,59.272727
10/9/2018,64.090909
10/10/2018,68.909091
10/11/2018,73.727273
10/12/2018,78.545455
10/13/2018,83.363636
10/14/2018,88.181818
10/15/2018,93
10/16/2018,94.142857
10/17/2018,95.285714
10/18/2018,96.428571
10/19/2018,97.571429
10/20/2018,98.714286
10/21/2018,99.857143
10/22/2018,101
10/23/2018,102.142857
10/24/2018,103.285714
10/25/2018,104.428571
10/26/2018,105.571429
10/27/2018,106.714286
10/28/2018,107.857143
10/29/2018,109
10/30/2018,104.666667
10/31/2018,100.333333
11/1/2018,96
11/2/2018,91.666667
11/3/2018,87.333333
11/4/2018,83
11/5/2018,78.666667
11/6/2018,74.333333
11/7/2018,70
11/8/2018,65.666667
11/9/2018,61.333333
11/10/2018,57
11/11/2018,52.666667
11/12/2018,48.333333
11/13/2018,44
11/14/2018,42.820513
11/15/2018,41.641026
11/16/2018,40.461539
11/17/2018,39.282051
11/18/2018,38.102564
11/19/2018,36.923077
11/20/2018,35.74359
11/21/2018,34.564103
11/22/2018,33.384616
11/23/2018,32.205128
11/24/2018,31.025641
11/25/2018,29.846154
11/26/2018,28.666667
11/27/2018,29.222223
11/28/2018,29.777778
11/29/2018,30.333334
11/30/2018,30.888889
12/1/2018,31.444445
12/2/2018,32
12/3/2018,32.555556
12/4/2018,33.111111
12/5/2018,33.666667
12/6/2018,34.222222
12/7/2018,34.777778
12/8/2018,35.333333
12/9/2018,35.888889
12/10/2018,36.444444
12/11/2018,37
12/12/2018,36.8
12/13/2018,36.6
12/14/2018,36.4
12/15/2018,36.2
12/16/2018,36
12/17/2018,35.8
12/18/2018,35.6
12/19/2018,35.4
12/20/2018,35.2
12/21/2018,35
12/22/2018,34.8
12/23/2018,34.6
12/24/2018,34.4
12/25/2018,34.2
12/26/2018,34
12/27/2018,33.583333
12/28/2018,33.166667
12/29/2018,32.75
12/30/2018,32.333333
12/31/2018,31.916667
1/1/2019,31.5
1/2/2019,31.083333
1/3/2019,30.666667
1/4/2019,30.25
1/5/2019,29.833333
1/6/2019,29.416667
1/7/2019,29
1/8/2019,28.4
1/9/2019,27.8
1/10/2019,27.2
1/11/2019,26.6
1/12/2019,26
1/13/2019,25.4
1/14/2019,24.8
1/15/2019,24.2
1/16/2019,23.6
1/17/2019,23
1/18/2019,22.4
1/19/2019,21.8
1/20/2019,21.2
1/21/2019,20.6
1/22/2019,20
1/23/2019,19.461538
1/24/2019,18.923077
1/25/2019,18.384615
1/26/2019,17.846154
1/27/2019,17.307692
1/28/2019,16.769231
1/29/2019,16.230769
1/30/2019,15.692308
1/31/2019,15.153846
2/1/2019,14.615385
2/2/2019,14.076923
2/3/2019,13.538462
2/4/2019,13
2/5/2019,17.785714
2/6/2019,22.571429
2/7/2019,27.357143
2/8/2019,32.142857
2/9/2019,36.928571
2/10/2019,41.714286
2/11/2019,46.5
2/12/2019,51.285714
2/13/2019,56.071429
2/14/2019,60.857143
2/15/2019,65.642857
2/16/2019,70.428571
2/17/2019,75.214286
2/18/2019,80
2/19/2019,82.976191
2/20/2019,85.952381
2/21/2019,88.928572
2/22/2019,91.904762
2/23/2019,94.880953
2/24/2019,97.857143
2/25/2019,100.833334
2/26/2019,103.809524
2/27/2019,106.785715
2/28/2019,109.761905
3/1/2019,112.738096
3/2/2019,115.714286
3/3/2019,118.690477
3/4/2019,121.666667
3/5/2019,132.333333
3/6/2019,143
3/7/2019,135.5
3/8/2019,128
3/9/2019,120.5
3/10/2019,113
3/11/2019,105.5
3/12/2019,98
3/13/2019,90.5
3/14/2019,83
3/15/2019,75.5
3/16/2019,68
3/17/2019,60.5
3/18/2019,53
3/19/2019,53.761905
3/20/2019,54.52381
3/21/2019,55.285714
3/22/2019,56.047619
3/23/2019,56.809524
3/24/2019,57.571429
3/25/2019,58.333333
3/26/2019,59.095238
3/27/2019,59.857143
3/28/2019,60.619048
3/29/2019,61.380952
3/30/2019,62.142857
3/31/2019,62.904762
4/1/2019,63.666667
4/2/2019,64.428571
4/3/2019,65.190476
4/4/2019,65.952381
4/5/2019,66.714286
4/6/2019,67.47619
4/7/2019,68.238095
4/8/2019,69
4/9/2019,67.857143
4/10/2019,66.714286
4/11/2019,65.571429
4/12/2019,64.428571
4/13/2019,63.285714
4/14/2019,62.142857
4/15/2019,61
4/16/2019,59.857143
4/17/2019,58.714286
4/18/2019,57.571429
4/19/2019,56.428571
4/20/2019,55.285714
4/21/2019,54.142857
4/22/2019,53
4/23/2019,50.071429
4/24/2019,47.142857
4/25/2019,44.214286
4/26/2019,41.285714
4/27/2019,38.357143
4/28/2019,35.428571
4/29/2019,32.5
4/30/2019,29.571429
5/1/2019,26.642857
5/2/2019,23.714286
5/3/2019,20.785714
5/4/2019,17.857143
5/5/2019,14.928571
5/6/2019,12
5/7/2019,11.642857
5/8/2019,11.285714
5/9/2019,10.928571
5/10/2019,10.571429
5/11/2019,10.214286
5/12/2019,9.857143
5/13/2019,9.5
5/14/2019,9.142857
5/15/2019,8.785714
5/16/2019,8.428571
5/17/2019,8.071429
5/18/2019,7.714286
5/19/2019,7.357143
5/20/2019,7
5/21/2019,7.357143
5/22/2019,7.714286
5/23/2019,8.071429
5/24/2019,8.428571
5/25/2019,8.785714
5/26/2019,9.142857
5/27/2019,9.5
5/28/2019,9.857143
5/29/2019,10.214286
5/30/2019,10.571429
5/31/2019,10.928571
6/1/2019,11.285714
6/2/2019,11.642857
6/3/2019,12
6/4/2019,17.857143
6/5/2019,23.714286
6/6/2019,29.571429
6/7/2019,35.428571
6/8/2019,41.285714
6/9/2019,47.142857
6/10/2019,53
6/11/2019,58.857143
6/12/2019,64.714286
6/13/2019,70.571429
6/14/2019,76.428571
6/15/2019,82.285714
6/16/2019,88.142857
6/17/2019,94
6/18/2019,105
6/19/2019,116
6/20/2019,127
6/21/2019,148.727273
6/22/2019,170.454545
6/23/2019,192.181818
6/24/2019,213.909091
6/25/2019,235.636364
6/26/2019,257.363636
6/27/2019,279.090909
6/28/2019,300.818182
6/29/2019,322.545455
6/30/2019,344.272727
7/1/2019,366
7/2/2019,362.071429
7/3/2019,358.142857
7/4/2019,354.214286
7/5/2019,350.285714
7/6/2019,346.357143
7/7/2019,342.428571
7/8/2019,338.5
7/9/2019,334.571429
7/10/2019,330.642857
7/11/2019,326.714286
7/12/2019,322.785714
7/13/2019,318.857143
7/14/2019,314.928571
7/15/2019,311
7/16/2019,290.214286
7/17/2019,269.428571
7/18/2019,248.642857
7/19/2019,227.857143
7/20/2019,207.071429
7/21/2019,186.285714
7/22/2019,165.5
7/23/2019,144.714286
7/24/2019,123.928571
7/25/2019,103.142857
7/26/2019,82.357143
7/27/2019,61.571429
7/28/2019,40.785714
7/29/2019,20
7/30/2019,29.571429
7/31/2019,39.142857
8/1/2019,48.714286
8/2/2019,58.285714
8/3/2019,67.857143
8/4/2019,77.428571
8/5/2019,87
8/6/2019,96.571429
8/7/2019,106.142857
8/8/2019,115.714286
8/9/2019,125.285714
8/10/2019,134.857143
8/11/2019,144.428571
8/12/2019,154
8/13/2019,178.5
8/14/2019,203
8/15/2019,227.5
8/16/2019,252
8/17/2019,276.5
8/18/2019,301
8/19/2019,325.5
8/20/2019,350
8/21/2019,374.5
8/22/2019,399
8/23/2019,423.5
8/24/2019,448
8/25/2019,472.5
8/26/2019,497
8/27/2019,469.214286
8/28/2019,441.428571
8/29/2019,413.642857
8/30/2019,385.857143
8/31/2019,358.071429
9/1/2019,330.285714
9/2/2019,302.5
9/3/2019,274.714286
9/4/2019,246.928571
9/5/2019,219.142857
9/6/2019,191.357143
9/7/2019,163.571429
9/8/2019,135.785714
9/9/2019,108
9/10/2019,104.142857
9/11/2019,100.285714
9/12/2019,96.428571
9/13/2019,92.571429
9/14/2019,88.714286
9/15/2019,84.857143
9/16/2019,81
9/17/2019,77.142857
9/18/2019,73.285714
9/19/2019,69.428571
9/20/2019,65.571429
9/21/2019,61.714286
9/22/2019,57.857143
9/23/2019,54
9/24/2019,67.866667
9/25/2019,81.733333
9/26/2019,95.6
9/27/2019,109.466667
9/28/2019,123.333333
9/29/2019,137.2
9/30/2019,151.066667
10/1/2019,164.933333
10/2/2019,178.8
10/3/2019,192.666667
10/4/2019,206.533333
10/5/2019,220.4
10/6/2019,234.266667
10/7/2019,248.133333
10/8/2019,262
10/9/2019,246.615385
10/10/2019,231.230769
10/11/2019,215.846154
10/12/2019,200.461538
10/13/2019,185.076923
10/14/2019,169.692308
10/15/2019,154.307692
10/16/2019,138.923077
10/17/2019,123.538462
10/18/2019,108.153846
10/19/2019,92.769231
10/20/2019,77.384615
10/21/2019,62
10/22/2019,59.642857
10/23/2019,57.285714
10/24/2019,54.928571
10/25/2019,52.571429
10/26/2019,50.214286
10/27/2019,47.857143
10/28/2019,45.5
10/29/2019,43.142857
10/30/2019,40.785714
10/31/2019,38.428571
11/1/2019,36.071429
11/2/2019,33.714286
11/3/2019,31.357143
11/4/2019,29
11/5/2019,29
11/6/2019,29
11/7/2019,29
11/8/2019,29
11/9/2019,29
11/10/2019,29
11/11/2019,29
11/12/2019,29
11/13/2019,29
11/14/2019,29
11/15/2019,29
11/16/2019,29
11/17/2019,29
11/18/2019,29
11/19/2019,28.928571
11/20/2019,28.857143
11/21/2019,28.785714
11/22/2019,28.714286
11/23/2019,28.642857
11/24/2019,28.571429
11/25/2019,28.5
11/26/2019,28.428571
11/27/2019,28.357143
11/28/2019,28.285714
11/29/2019,28.214286
11/30/2019,28.142857
12/1/2019,28.071429
12/2/2019,28
12/3/2019,30.285714
12/4/2019,32.571429
12/5/2019,34.857143
12/6/2019,37.142857
12/7/2019,39.428571
12/8/2019,41.714286
12/9/2019,44
12/10/2019,46.285714
12/11/2019,48.571429
12/12/2019,50.857143
12/13/2019,53.142857
12/14/2019,55.428571
12/15/2019,57.714286
12/16/2019,60
12/17/2019,57.357143
12/18/2019,54.714286
12/19/2019,52.071429
12/20/2019,49.428571
12/21/2019,46.785714
12/22/2019,44.142857
12/23/2019,41.5
12/24/2019,38.857143
12/25/2019,36.214286
12/26/2019,33.571429
12/27/2019,30.928571
12/28/2019,28.285714
12/29/2019,25.642857
12/30/2019,23
12/31/2019,23.928571
1/1/2020,24.857143
1/2/2020,25.785714
1/3/2020,26.714286
1/4/2020,27.642857
1/5/2020,28.571429
1/6/2020,29.5
1/7/2020,30.428571
1/8/2020,31.357143
1/9/2020,32.285714
1/10/2020,33.214286
1/11/2020,34.142857
1/12/2020,35.071429
1/13/2020,36
1/14/2020,36
1/15/2020,36
1/16/2020,36
1/17/2020,36
1/18/2020,36
1/19/2020,36
1/20/2020,36
1/21/2020,36
1/22/2020,36
1/23/2020,36
1/24/2020,36
1/25/2020,36
1/26/2020,36
1/27/2020,36
1/28/2020,34.714286
1/29/2020,33.428571
1/30/2020,32.142857
1/31/2020,30.857143
2/1/2020,29.571429
2/2/2020,28.285714
2/3/2020,27
2/4/2020,25.714286
2/5/2020,24.428571
2/6/2020,23.142857
2/7/2020,21.857143
2/8/2020,20.571429
2/9/2020,19.285714
2/10/2020,18
2/11/2020,21.285714
2/12/2020,24.571429
2/13/2020,27.857143
2/14/2020,31.142857
2/15/2020,34.428571
2/16/2020,37.714286
2/17/2020,41
2/18/2020,44.285714
2/19/2020,47.571429
2/20/2020,50.857143
2/21/2020,54.142857
2/22/2020,57.428571
2/23/2020,60.714286
2/24/2020,64
2/25/2020,61.285714
2/26/2020,58.571429
2/27/2020,55.857143
2/28/2020,53.142857
2/29/2020,50.428571
3/1/2020,47.714286
3/2/2020,45
3/3/2020,42.285714
3/4/2020,39.571429
3/5/2020,36.857143
3/6/2020,34.142857
3/7/2020,31.428571
3/8/2020,28.714286
3/9/2020,26
3/10/2020,25.071429
3/11/2020,24.142857
3/12/2020,23.214286
3/13/2020,22.285714
3/14/2020,21.357143
3/15/2020,20.428571
3/16/2020,19.5
3/17/2020,18.571429
3/18/2020,17.642857
3/19/2020,16.714286
3/20/2020,15.785714
3/21/2020,14.857143
3/22/2020,13.928571
3/23/2020,13
3/24/2020,13.214286
3/25/2020,13.428571
3/26/2020,13.642857
3/27/2020,13.857143
3/28/2020,14.071429
3/29/2020,14.285714
3/30/2020,14.5
3/31/2020,14.714286
4/1/2020,14.928571
4/2/2020,15.142857
4/3/2020,15.357143
4/4/2020,15.571429
4/5/2020,15.785714
4/6/2020,16
4/7/2020,15.571429
4/8/2020,15.142857
4/9/2020,14.714286
4/10/2020,14.285714
4/11/2020,13.857143
4/12/2020,13.428571
4/13/2020,13
4/14/2020,12.571429
4/15/2020,12.142857
4/16/2020,11.714286
4/17/2020,11.285714
4/18/2020,10.857143
4/19/2020,10.428571
4/20/2020,10
4/21/2020,9.857143
4/22/2020,9.714286
4/23/2020,9.571429
4/24/2020,9.428571
4/25/2020,9.285714
4/26/2020,9.142857
4/27/2020,9
4/28/2020,8.857143
4/29/2020,8.714286
4/30/2020,8.571429
5/1/2020,8.428571
5/2/2020,8.285714
5/3/2020,8.142857
5/4/2020,8
5/5/2020,8.071429
5/6/2020,8.142857
5/7/2020,8.214286
5/8/2020,8.285714
5/9/2020,8.357143
5/10/2020,8.428571
5/11/2020,8.5
5/12/2020,8.571429
5/13/2020,8.642857
5/14/2020,8.714286
5/15/2020,8.785714
5/16/2020,8.857143
5/17/2020,8.928571
5/18/2020,9
5/19/2020,9
5/20/2020,9
5/21/2020,9
5/22/2020,9
5/23/2020,9
5/24/2020,9
5/25/2020,9
5/26/2020,9
5/27/2020,9
5/28/2020,9
5/29/2020,9
5/30/2020,9
5/31/2020,9
6/1/2020,9
6/2/2020,25.5
6/3/2020,42
6/4/2020,58.5
6/5/2020,75
6/6/2020,91.5
6/7/2020,108
6/8/2020,124.5
6/9/2020,141
6/10/2020,157.5
6/11/2020,174
6/12/2020,190.5
6/13/2020,207
6/14/2020,223.5
6/15/2020,240
6/16/2020,228
6/17/2020,216
6/18/2020,204
6/19/2020,192
6/20/2020,180
6/21/2020,168
6/22/2020,156
6/23/2020,144
6/24/2020,132
6/25/2020,120
6/26/2020,108
6/27/2020,96
6/28/2020,84
6/29/2020,72
6/30/2020,76.285714
7/1/2020,80.571429
7/2/2020,84.857143
7/3/2020,89.142857
7/4/2020,93.428571
7/5/2020,97.714286
7/6/2020,102
7/7/2020,106.285714
7/8/2020,110.571429
7/9/2020,114.857143
7/10/2020,119.142857
7/11/2020,123.428571
7/12/2020,127.714286
7/13/2020,132
7/14/2020,128.142857
7/15/2020,124.285714
7/16/2020,120.428571
7/17/2020,116.571429
7/18/2020,112.714286
7/19/2020,108.857143
7/20/2020,105
7/21/2020,101.142857
7/22/2020,97.285714
7/23/2020,93.428571
7/24/2020,89.571429
7/25/2020,85.714286
7/26/2020,81.857143
7/27/2020,78
7/28/2020,77.928571
7/29/2020,77.857143
7/30/2020,77.785714
7/31/2020,77.714286
8/1/2020,77.642857
8/2/2020,77.571429
8/3/2020,77.5
8/4/2020,77.428571
8/5/2020,77.357143
8/6/2020,77.285714
8/7/2020,77.214286
8/8/2020,77.142857
8/9/2020,77.071429
8/10/2020,77
8/11/2020,78.214286
8/12/2020,79.428571
8/13/2020,80.642857
8/14/2020,81.857143
8/15/2020,83.071429
8/16/2020,84.285714
8/17/2020,85.5
8/18/2020,86.714286
8/19/2020,87.928571
8/20/2020,89.142857
8/21/2020,90.357143
8/22/2020,91.571429
8/23/2020,92.785714
8/24/2020,94
8/25/2020,93.8
8/26/2020,93.6
8/27/2020,93.4
8/28/2020,93.2
8/29/2020,93
8/30/2020,92.8
8/31/2020,92.6
9/1/2020,92.4
9/2/2020,92.2
9/3/2020,92
9/4/2020,91.8
9/5/2020,91.6
9/6/2020,91.4
9/7/2020,91.2
9/8/2020,91
9/9/2020,90.307692
9/10/2020,89.615385
9/11/2020,88.923077
9/12/2020,88.230769
9/13/2020,87.538462
9/14/2020,86.846154
9/15/2020,86.153846
9/16/2020,85.461538
9/17/2020,84.769231
9/18/2020,84.076923
9/19/2020,83.384615
9/20/2020,82.692308
9/21/2020,82
9/22/2020,80.714286
9/23/2020,79.428571
9/24/2020,78.142857
9/25/2020,76.857143
9/26/2020,75.571429
9/27/2020,74.285714
9/28/2020,73
9/29/2020,71.714286
9/30/2020,70.428571
10/1/2020,69.142857
10/2/2020,67.857143
10/3/2020,66.571429
10/4/2020,65.285714
10/5/2020,64
10/6/2020,67.071429
10/7/2020,70.142857
10/8/2020,73.214286
10/9/2020,76.285714
10/10/2020,79.357143
10/11/2020,82.428571
10/12/2020,85.5
10/13/2020,88.571429
10/14/2020,91.642857
10/15/2020,94.714286
10/16/2020,97.785714
10/17/2020,100.857143
10/18/2020,103.928571
10/19/2020,107
10/20/2020,114.714286
10/21/2020,122.428571
10/22/2020,130.142857
10/23/2020,137.857143
10/24/2020,145.571429
10/25/2020,153.285714
10/26/2020,161
10/27/2020,168.714286
10/28/2020,176.428571
10/29/2020,184.142857
10/30/2020,191.857143
10/31/2020,199.571429
11/1/2020,207.285714
11/2/2020,215
11/3/2020,208.928571
11/4/2020,202.857143
11/5/2020,196.785714
11/6/2020,190.714286
11/7/2020,184.642857
11/8/2020,178.571429
11/9/2020,172.5
11/10/2020,166.428571
11/11/2020,160.357143
11/12/2020,154.285714
11/13/2020,148.214286
11/14/2020,142.142857
11/15/2020,136.071429
11/16/2020,130
11/17/2020,123.571429
11/18/2020,117.142857
11/19/2020,110.714286
11/20/2020,104.285714
11/21/2020,97.857143
11/22/2020,91.428571
11/23/2020,85
11/24/2020,78.571429
11/25/2020,72.142857
11/26/2020,65.714286
11/27/2020,59.285714
11/28/2020,52.857143
11/29/2020,46.428571
11/30/2020,40
12/1/2020,37.785714
12/2/2020,35.571429
12/3/2020,33.357143
12/4/2020,31.142857
12/5/2020,28.928571
12/6/2020,26.714286
12/7/2020,24.5
12/8/2020,22.285714
12/9/2020,20.071429
12/10/2020,17.857143
12/11/2020,15.642857
12/12/2020,13.428571
12/13/2020,11.214286
12/14/2020,9
12/15/2020,11.214286
12/16/2020,13.428571
12/17/2020,15.642857
12/18/2020,17.857143
12/19/2020,20.071429
12/20/2020,22.285714
12/21/2020,24.5
12/22/2020,26.714286
12/23/2020,28.928571
12/24/2020,31.142857
12/25/2020,33.357143
12/26/2020,35.571429
12/27/2020,37.785714
12/28/2020,40
12/29/2020,38.642857
12/30/2020,37.285714
12/31/2020,35.928571
1/1/2021,34.571429
1/2/2021,33.214286
1/3/2021,31.857143
1/4/2021,30.5
1/5/2021,29.142857
1/6/2021,27.785714
1/7/2021,26.428571
1/8/2021,25.071429
1/9/2021,23.714286
1/10/2021,22.357143
1/11/2021,21
1/12/2021,20.714286
1/13/2021,20.428571
1/14/2021,20.142857
1/15/2021,19.857143
1/16/2021,19.571429
1/17/2021,19.285714
1/18/2021,19
1/19/2021,18.714286
1/20/2021,18.428571
1/21/2021,18.142857
1/22/2021,17.857143
1/23/2021,17.571429
1/24/2021,17.285714
1/25/2021,17
1/26/2021,16.214286
1/27/2021,15.428571
1/28/2021,14.642857
1/29/2021,13.857143
1/30/2021,13.071429
1/31/2021,12.285714
2/1/2021,11.5
2/2/2021,10.714286
2/3/2021,9.928571
2/4/2021,9.142857
2/5/2021,8.357143
2/6/2021,7.571429
2/7/2021,6.785714
2/8/2021,6
2/9/2021,12
2/10/2021,18
2/11/2021,24
2/12/2021,30
2/13/2021,36
2/14/2021,42
2/15/2021,48
2/16/2021,54
2/17/2021,60
2/18/2021,66
2/19/2021,72
2/20/2021,78
2/21/2021,84
2/22/2021,90
2/23/2021,87.571429
2/24/2021,85.142857
2/25/2021,82.714286
2/26/2021,80.285714
2/27/2021,77.857143
2/28/2021,75.428571
3/1/2021,73
3/2/2021,70.571429
3/3/2021,68.142857
3/4/2021,65.714286
3/5/2021,63.285714
3/6/2021,60.857143
3/7/2021,58.428571
3/8/2021,56
3/9/2021,57.928571
3/10/2021,59.857143
3/11/2021,61.785714
3/12/2021,63.714286
3/13/2021,65.642857
3/14/2021,67.571429
3/15/2021,69.5
3/16/2021,71.428571
3/17/2021,73.357143
3/18/2021,75.285714
3/19/2021,77.214286
3/20/2021,79.142857
3/21/2021,81.071429
3/22/2021,83
3/23/2021,81.571429
3/24/2021,80.142857
3/25/2021,78.714286
3/26/2021,77.285714
3/27/2021,75.857143
3/28/2021,74.428571
3/29/2021,73
3/30/2021,71.571429
3/31/2021,70.142857
4/1/2021,68.714286
4/2/2021,67.285714
4/3/2021,65.857143
4/4/2021,64.428571
4/5/2021,63
4/6/2021,58.857143
4/7/2021,54.714286
4/8/2021,50.571429
4/9/2021,46.428571
4/10/2021,42.285714
4/11/2021,38.142857
4/12/2021,34
4/13/2021,29.857143
4/14/2021,25.714286
4/15/2021,21.571429
4/16/2021,17.428571
4/17/2021,13.285714
4/18/2021,9.142857
4/19/2021,5
4/20/2021,5.571429
4/21/2021,6.142857
4/22/2021,6.714286
4/23/2021,7.285714
4/24/2021,7.857143
4/25/2021,8.428571
4/26/2021,9
4/27/2021,9.571429
4/28/2021,10.142857
4/29/2021,10.714286
4/30/2021,11.285714
5/1/2021,11.857143
5/2/2021,12.428571
5/3/2021,13
5/4/2021,14.5
5/5/2021,16
5/6/2021,17.5
5/7/2021,19
5/8/2021,20.5
5/9/2021,22
5/10/2021,23.5
5/11/2021,25
5/12/2021,26.5
5/13/2021,28
5/14/2021,29.5
5/15/2021,31
5/16/2021,32.5
5/17/2021,34
5/18/2021,32.2
5/19/2021,30.4
5/20/2021,28.6
5/21/2021,26.8
5/22/2021,25
5/23/2021,23.2
5/24/2021,21.4
5/25/2021,19.6
5/26/2021,17.8
5/27/2021,16
5/28/2021,14.2
5/29/2021,12.4
5/30/2021,10.6
5/31/2021,8.8
6/1/2021,7
6/2/2021,7
6/3/2021,7
6/4/2021,7
6/5/2021,7
6/6/2021,7
6/7/2021,7
6/8/2021,7
6/9/2021,7
6/10/2021,7
6/11/2021,7
6/12/2021,7
6/13/2021,7
6/14/2021,7
6/15/2021,10.357143
6/16/2021,13.714286
6/17/2021,17.071429
6/18/2021,20.428571
6/19/2021,23.785714
6/20/2021,27.142857
6/21/2021,30.5
6/22/2021,33.857143
6/23/2021,37.214286
6/24/2021,40.571429
6/25/2021,43.928571
6/26/2021,47.285714
6/27/2021,50.642857
6/28/2021,54
6/29/2021,57.071429
6/30/2021,60.142857
7/1/2021,63.214286
7/2/2021,66.285714
7/3/2021,69.357143
7/4/2021,72.428571
7/5/2021,75.5
7/6/2021,78.571429
7/7/2021,81.642857
7/8/2021,84.714286
7/9/2021,87.785714
7/10/2021,90.857143
