date,Stage_ft,Storage(ac-ft),Storage_m3,SA_acres,Stage_m
4/16/2009,11.692,2612352,3222283945,361144,3.5637216
4/17/2009,11.652,2598112,3204719190,359864,3.5515296
4/18/2009,11.616,2585296,3188910910,358712,3.5405568
4/19/2009,11.588,2575328,3176615581,357816,3.5320224
4/20/2009,11.554,2563224,3161685540,356728,3.5216592
4/21/2009,11.514,2548984,3144120784,355448,3.5094672
4/22/2009,11.492,2541152,3134460169,354744,3.5027616
4/23/2009,11.468,2532608,3123921316,353976,3.4954464
4/24/2009,11.432,2519792,3108113036,352824,3.4844736
4/25/2009,11.4,2508400,3094061232,351800,3.47472
4/26/2009,11.362,2494872,3077374715,350584,3.4631376
4/27/2009,11.316,2478496,3057175246,349112,3.4491168
4/28/2009,11.27,2462120,3036975778,347640,3.435096
4/29/2009,11.22,2444320,3015019834,346040,3.419856
4/30/2009,11.172,2427232,2993942127,344504,3.4052256
5/1/2009,11.118,2408008,2970229708,342776,3.3887664
5/2/2009,11.074,2392344,2950908477,341368,3.3753552
5/3/2009,11.05,2383800,2940369624,340600,3.36804
5/4/2009,11.008,2368848,2921926631,339256,3.3552384
5/5/2009,10.96,2352960,2902329101,337960,3.340608
5/6/2009,10.92,2339920,2886244522,336920,3.328416
5/7/2009,10.878,2326228,2869355713,335828,3.3156144
5/8/2009,10.842,2314492,2854879592,334892,3.3046416
5/9/2009,10.798,2300148,2837186555,333748,3.2912304
5/10/2009,10.75,2284500,2817885060,332500,3.2766
5/11/2009,10.72,2274720,2805821626,331720,3.267456
5/12/2009,10.69,2264940,2793758191,330940,3.258312
5/13/2009,10.662,2255812,2782498986,330212,3.2497776
5/14/2009,10.652,2252552,2778477841,329952,3.2467296
5/15/2009,10.676,2260376,2788128588,330576,3.2540448
5/16/2009,10.65,2251900,2777673612,329900,3.24612
5/17/2009,10.616,2240816,2764001720,329016,3.2357568
5/18/2009,10.58,2229080,2749525598,328080,3.224784
5/19/2009,10.63,2245380,2769631322,329380,3.240024
5/20/2009,10.7,2268200,2797779336,331200,3.26136
5/21/2009,10.806,2302756,2840403471,333956,3.2936688
5/22/2009,10.784,2295584,2831556952,333384,3.2869632
5/23/2009,10.822,2307972,2846837303,334372,3.2985456
5/24/2009,10.8,2300800,2837990784,333800,3.29184
5/25/2009,10.824,2308624,2847641532,334424,3.2991552
5/26/2009,10.91,2336660,2882223377,336660,3.325368
5/27/2009,10.972,2356872,2907154475,338272,3.3442656
5/28/2009,11.066,2389496,2947395526,341112,3.3729168
5/29/2009,11.166,2425096,2991307414,344312,3.4033968
5/30/2009,11.234,2449304,3021167498,346488,3.4241232
5/31/2009,11.292,2469952,3046636393,348344,3.4418016
6/1/2009,11.32,2479920,3058931722,349240,3.450336
6/2/2009,11.346,2489176,3070348812,350072,3.4582608
6/3/2009,11.374,2499144,3082644141,350968,3.4667952
6/4/2009,11.4075,2511070,3097354624,352040,3.477006
6/5/2009,11.5325,2555570,3152244484,356040,3.515106
6/6/2009,11.62,2586720,3190667386,358840,3.541776
6/7/2009,11.6825,2608970,3218112316,360840,3.560826
6/8/2009,11.6975,2614310,3224699099,361320,3.565398
6/9/2009,11.7275,2624990,3237872665,362280,3.574542
6/10/2009,11.7725,2641010,3257633015,363720,3.588258
6/11/2009,11.7975,2649910,3268610987,364520,3.595878
6/12/2009,11.82,2657920,3278491162,365240,3.602736
6/13/2009,11.83,2661480,3282882350,365560,3.605784
6/14/2009,11.8375,2664150,3286175742,365800,3.60807
6/15/2009,11.8425,2665930,3288371336,365960,3.609594
6/16/2009,11.87,2675720,3300447106,366840,3.617976
6/17/2009,11.875,2677500,3302642700,367000,3.6195
6/18/2009,11.906,2688536,3316255385,367992,3.6289488
6/19/2009,11.946,2702776,3333820140,369272,3.6411408
6/20/2009,11.954,2705624,3337333092,369528,3.6435792
6/21/2009,11.944,2702064,3332941903,369208,3.6405312
6/22/2009,11.934,2698504,3328550714,368888,3.6374832
6/23/2009,12.06,2745160,3386099957,372512,3.675888
6/24/2009,12.18,2791480,3443234750,375536,3.712464
6/25/2009,12.198,2798428,3451804969,375989.6,3.7179504
6/26/2009,12.22,2806920,3462279682,376544,3.724656
6/27/2009,12.232,2811552,3467993161,376846.4,3.7283136
6/28/2009,12.242,2815412,3472754394,377098.4,3.7313616
6/29/2009,12.304,2839344,3502274037,378660.8,3.7502592
6/30/2009,12.388,2871768,3542268393,380777.6,3.7758624
7/1/2009,12.476,2905736,3584167241,382995.2,3.8026848
7/2/2009,12.626,2963636,3655585733,386472.8,3.8484048
7/3/2009,12.768,3018448,3723195239,389710.4,3.8916864
7/4/2009,12.842,3047012,3758428362,391397.6,3.9142416
7/5/2009,12.896,3067856,3784139019,392628.8,3.9307008
7/6/2009,12.942,3085612,3806040690,393677.6,3.9447216
7/7/2009,12.982,3101052,3825085621,394589.6,3.9569136
7/8/2009,13.016,3114688,3841905354,395710.4,3.9672768
7/9/2009,13.058,3132244,3863560329,397575.2,3.9800784
7/10/2009,13.102,3150636,3886246493,399528.8,3.9934896
7/11/2009,13.136,3164848,3903776711,401038.4,4.0038528
7/12/2009,13.208,3194944,3940899525,404235.2,4.0257984
7/13/2009,13.26,3216680,3967710446,406544,4.041648
7/14/2009,13.3,3233400,3988334232,408320,4.05384
7/15/2009,13.336,3248448,4006895639,409918.4,4.0648128
7/16/2009,13.356,3256808,4017207532,410806.4,4.0709088
7/17/2009,13.362,3259316,4020301100,411072.8,4.0727376
7/18/2009,13.376,3265168,4027519425,411694.4,4.0770048
7/19/2009,13.392,3271856,4035768939,412404.8,4.0818816
7/20/2009,13.416,3281888,4048143210,413470.4,4.0891968
7/21/2009,13.444,3293592,4062579860,414713.6,4.0977312
7/22/2009,13.454,3297772,4067735807,415157.6,4.1007792
7/23/2009,13.464,3301952,4072891753,415601.6,4.1038272
7/24/2009,13.466,3302788,4073922942,415690.4,4.1044368
7/25/2009,13.472,3305296,4077016510,415956.8,4.1062656
7/26/2009,13.478,3307804,4080110078,416223.2,4.1080944
7/27/2009,13.51,3321200,4096633776,417576,4.117848
7/28/2009,13.536,3332120,4110103378,418553.6,4.1257728
7/29/2009,13.56,3342200,4122536856,419456,4.133088
7/30/2009,13.59,3354800,4138078704,420584,4.142232
7/31/2009,13.618,3366560,4152584429,421636.8,4.1507664
8/1/2009,13.63,3371600,4158801168,422088,4.154424
8/2/2009,13.644,3377480,4166054030,422614.4,4.1586912
8/3/2009,13.652,3380840,4170198523,422915.2,4.1611296
8/4/2009,13.668,3387560,4178487509,423516.8,4.1660064
8/5/2009,13.682,3393440,4185740371,424043.2,4.1702736
8/6/2009,13.7,3401000,4195065480,424720,4.17576
8/7/2009,13.742,3418640,4216824067,426299.2,4.1885616
8/8/2009,13.786,3437120,4239618778,427953.6,4.2019728
8/9/2009,13.812,3448040,4253088379,428931.2,4.2098976
8/10/2009,13.848,3463160,4271738597,430284.8,4.2208704
8/11/2009,13.89,3480800,4293497184,431864,4.233672
8/12/2009,13.908,3488360,4302822293,432540.8,4.2391584
8/13/2009,13.924,3495080,4311111278,433142.4,4.2440352
8/14/2009,13.936,3500120,4317328018,433593.6,4.2476928
8/15/2009,13.976,3516920,4338050482,435097.6,4.2598848
8/16/2009,14.006,3529736,4353858761,436094.8,4.2690288
8/17/2009,14.006,3529736,4353858761,436094.8,4.2690288
8/18/2009,14.006,3529736,4353858761,436094.8,4.2690288
8/19/2009,14.006,3529736,4353858761,436094.8,4.2690288
8/20/2009,14,3527000,4350483960,436000,4.2672
8/21/2009,14.002,3527912,4351608894,436031.6,4.2678096
8/22/2009,14.052,3550712,4379732238,436821.6,4.2830496
8/23/2009,14.048,3548888,4377482370,436758.4,4.2818304
8/24/2009,14.054,3551624,4380857172,436853.2,4.2836592
8/25/2009,14.064,3556184,4386481840,437011.2,4.2867072
8/26/2009,14.074,3560744,4392106509,437169.2,4.2897552
8/27/2009,14.074,3560744,4392106509,437169.2,4.2897552
8/28/2009,14.08,3563480,4395481310,437264,4.291584
8/29/2009,14.1,3572600,4406730648,437580,4.29768
8/30/2009,14.13,3586280,4423604654,438054,4.306824
8/31/2009,14.196,3616376,4460727468,439096.8,4.3269408
9/1/2009,14.204,3620024,4465227204,439223.2,4.3293792
9/2/2009,14.22,3627320,4474226674,439476,4.334256
9/3/2009,14.252,3641912,4492225614,439981.6,4.3440096
9/4/2009,14.282,3655592,4509099620,440455.6,4.3531536
9/5/2009,14.322,3673832,4531598295,441087.6,4.3653456
9/6/2009,14.34,3682040,4541722699,441372,4.370832
9/7/2009,14.352,3687512,4548472302,441561.6,4.3744896
9/8/2009,14.364,3692984,4555221904,441751.2,4.3781472
9/9/2009,14.372,3696632,4559721639,441877.6,4.3805856
9/10/2009,14.382,3701192,4565346308,442035.6,4.3836336
9/11/2009,14.418,3717608,4585595116,442604.4,4.3946064
9/12/2009,14.47,3741320,4614843394,443426,4.410456
9/13/2009,14.512,3760400,4638378192,444003.2,4.4232576
9/14/2009,14.526,3766700,4646149116,444123.6,4.4275248
9/15/2009,14.536,3771200,4651699776,444209.6,4.4305728
9/16/2009,14.538,3772100,4652809908,444226.8,4.4311824
9/17/2009,14.536,3771200,4651699776,444209.6,4.4305728
9/18/2009,14.54,3773000,4653920040,444244,4.431792
9/19/2009,14.544,3774800,4656140304,444278.4,4.4330112
9/20/2009,14.556,3780200,4662801096,444381.6,4.4366688
9/21/2009,14.566,3784700,4668351756,444467.6,4.4397168
9/22/2009,14.572,3787400,4671682152,444519.2,4.4415456
9/23/2009,14.578,3790100,4675012548,444570.8,4.4433744
9/24/2009,14.578,3790100,4675012548,444570.8,4.4433744
9/25/2009,14.586,3793700,4679453076,444639.6,4.4458128
9/26/2009,14.586,3793700,4679453076,444639.6,4.4458128
9/27/2009,14.582,3791900,4677232812,444605.2,4.4445936
9/28/2009,14.58,3791000,4676122680,444588,4.443984
9/29/2009,14.568,3785600,4669461888,444484.8,4.4403264
9/30/2009,14.55,3777500,4659470700,444330,4.43484
10/1/2009,14.538,3772100,4652809908,444226.8,4.4311824
10/2/2009,14.524,3765800,4645038984,444106.4,4.4269152
10/3/2009,14.512,3760400,4638378192,444003.2,4.4232576
10/4/2009,14.504,3756800,4633937664,443934.4,4.4208192
10/5/2009,14.49,3750440,4626092731,443742,4.416552
10/6/2009,14.496,3753176,4629467532,443836.8,4.4183808
10/7/2009,14.518,3763100,4641708588,444054.8,4.4250864
10/8/2009,14.508,3758600,4636157928,443968.8,4.4220384
10/9/2009,14.496,3753176,4629467532,443836.8,4.4183808
10/10/2009,14.48,3745880,4620468062,443584,4.413504
10/11/2009,14.47,3741320,4614843394,443426,4.410456
10/12/2009,14.454,3734024,4605843924,443173.2,4.4055792
10/13/2009,14.434,3724904,4594594586,442857.2,4.3994832
10/14/2009,14.418,3717608,4585595116,442604.4,4.3946064
10/15/2009,14.404,3711224,4577720580,442383.2,4.3903392
10/16/2009,14.386,3703016,4567596176,442098.8,4.3848528
10/17/2009,14.342,3682952,4542847633,441403.6,4.3714416
10/18/2009,14.268,3649208,4501225084,440234.4,4.3488864
10/19/2009,14.216,3625496,4471976806,439412.8,4.3330368
10/20/2009,14.222,3628232,4475351607,439507.6,4.3348656
10/21/2009,14.216,3625496,4471976806,439412.8,4.3330368
10/22/2009,14.202,3619112,4464102270,439191.6,4.3287696
10/23/2009,14.192,3614552,4458477601,439033.6,4.3257216
10/24/2009,14.182,3609992,4452852932,438875.6,4.3226736
10/25/2009,14.166,3602696,4443853462,438622.8,4.3177968
10/26/2009,14.168,3603608,4444978396,438654.4,4.3184064
10/27/2009,14.16,3599960,4440478661,438528,4.315968
10/28/2009,14.142,3591752,4430354257,438243.6,4.3104816
10/29/2009,14.13,3586280,4423604654,438054,4.306824
10/30/2009,14.118,3580808,4416855052,437864.4,4.3031664
10/31/2009,14.098,3571688,4405605714,437548.4,4.2970704
11/1/2009,14.086,3566216,4398856112,437358.8,4.2934128
11/2/2009,14.068,3558008,4388731708,437074.4,4.2879264
11/3/2009,14.038,3544328,4371857701,436600.4,4.2787824
11/4/2009,14.012,3532472,4357233563,436189.6,4.2708576
11/5/2009,13.966,3512720,4332869866,434721.6,4.2568368
11/6/2009,13.938,3500960,4318364141,433668.8,4.2483024
11/7/2009,13.918,3492560,4308002909,432916.8,4.2422064
11/8/2009,13.906,3487520,4301786170,432465.6,4.2385488
11/9/2009,13.89,3480800,4293497184,431864,4.233672
11/10/2009,13.876,3474920,4286244322,431337.6,4.2294048
11/11/2009,13.864,3469880,4280027582,430886.4,4.2257472
11/12/2009,13.818,3450560,4256196749,429156.8,4.2117264
11/13/2009,13.79,3438800,4241691024,428104,4.203192
11/14/2009,13.778,3433760,4235474285,427652.8,4.1995344
11/15/2009,13.756,3424520,4224076930,426825.6,4.1928288
11/16/2009,13.736,3416120,4213715698,426073.6,4.1867328
11/17/2009,13.716,3407720,4203354466,425321.6,4.1806368
11/18/2009,13.702,3401840,4196101603,424795.2,4.1763696
11/19/2009,13.678,3391760,4183668125,423892.8,4.1690544
11/20/2009,13.662,3385040,4175379139,423291.2,4.1641776
11/21/2009,13.65,3380000,4169162400,422840,4.16052
11/22/2009,13.644,3377480,4166054030,422614.4,4.1586912
11/23/2009,13.632,3372440,4159837291,422163.2,4.1550336
11/24/2009,13.618,3366560,4152584429,421636.8,4.1507664
11/25/2009,13.634,3373280,4160873414,422238.4,4.1556432
11/26/2009,13.632,3372440,4159837291,422163.2,4.1550336
11/27/2009,13.578,3349760,4131861965,420132.8,4.1385744
11/28/2009,13.58,3350600,4132898088,420208,4.139184
11/29/2009,13.578,3349760,4131861965,420132.8,4.1385744
11/30/2009,13.57,3346400,4127717472,419832,4.136136
12/1/2009,13.57,3346400,4127717472,419832,4.136136
12/2/2009,13.58,3350600,4132898088,420208,4.139184
12/3/2009,13.572,3347240,4128753595,419907.2,4.1367456
12/4/2009,13.558,3341360,4121500733,419380.8,4.1324784
12/5/2009,13.636,3374120,4161909538,422313.6,4.1562528
12/6/2009,13.658,3383360,4173306893,423140.8,4.1629584
12/7/2009,13.676,3390920,4182632002,423817.6,4.1684448
12/8/2009,13.682,3393440,4185740371,424043.2,4.1702736
12/9/2009,13.686,3395120,4187812618,424193.6,4.1714928
12/10/2009,13.684,3394280,4186776494,424118.4,4.1708832
12/11/2009,13.662,3385040,4175379139,423291.2,4.1641776
12/12/2009,13.672,3389240,4180559755,423667.2,4.1672256
12/13/2009,13.67,3388400,4179523632,423592,4.166616
12/14/2009,13.666,3386720,4177451386,423441.6,4.1653968
12/15/2009,13.668,3387560,4178487509,423516.8,4.1660064
12/16/2009,13.662,3385040,4175379139,423291.2,4.1641776
12/17/2009,13.67,3388400,4179523632,423592,4.166616
12/18/2009,13.718,3408560,4204390589,425396.8,4.1812464
12/19/2009,13.682,3393440,4185740371,424043.2,4.1702736
12/20/2009,13.672,3389240,4180559755,423667.2,4.1672256
12/21/2009,13.66,3384200,4174343016,423216,4.163568
12/22/2009,13.65,3380000,4169162400,422840,4.16052
12/23/2009,13.658,3383360,4173306893,423140.8,4.1629584
12/24/2009,13.67,3388400,4179523632,423592,4.166616
12/25/2009,13.666,3386720,4177451386,423441.6,4.1653968
12/26/2009,13.652,3380840,4170198523,422915.2,4.1611296
12/27/2009,13.648,3379160,4168126277,422764.8,4.1599104
12/28/2009,13.626,3369920,4156728922,421937.6,4.1532048
12/29/2009,13.598,3358160,4142223197,420884.8,4.1446704
12/30/2009,13.606,3361520,4146367690,421185.6,4.1471088
12/31/2009,13.61,3363200,4148439936,421336,4.148328
1/1/2010,13.608,3362360,4147403813,421260.8,4.1477184
1/2/2010,13.586,3353120,4136006458,420433.6,4.1410128
1/3/2010,13.572,3347240,4128753595,419907.2,4.1367456
1/4/2010,13.55,3338000,4117356240,419080,4.13004
1/5/2010,13.528,3328760,4105958885,418252.8,4.1233344
1/6/2010,13.502,3317840,4092489283,417275.2,4.1154096
1/7/2010,13.5,3317000,4091453160,417200,4.1148
1/8/2010,13.496,3315328,4089390781,417022.4,4.1135808
1/9/2010,13.454,3297772,4067735807,415157.6,4.1007792
1/10/2010,13.426,3286068,4053299157,413914.4,4.0922448
1/11/2010,13.442,3292756,4061548671,414624.8,4.0971216
1/12/2010,13.452,3296936,4066704617,415068.8,4.1001696
1/13/2010,13.454,3297772,4067735807,415157.6,4.1007792
1/14/2010,13.458,3299444,4069798185,415335.2,4.1019984
1/15/2010,13.458,3299444,4069798185,415335.2,4.1019984
1/16/2010,13.468,3303624,4074954132,415779.2,4.1050464
1/17/2010,13.486,3311148,4084234835,416578.4,4.1105328
1/18/2010,13.488,3311984,4085266024,416667.2,4.1111424
1/19/2010,13.48,3308640,4081141267,416312,4.108704
1/20/2010,13.482,3309476,4082172456,416400.8,4.1093136
1/21/2010,13.496,3315328,4089390781,417022.4,4.1135808
1/22/2010,13.498,3316164,4090421971,417111.2,4.1141904
1/23/2010,13.504,3318680,4093525406,417350.4,4.1160192
1/24/2010,13.52,3325400,4101814392,417952,4.120896
1/25/2010,13.522,3326240,4102850515,418027.2,4.1215056
1/26/2010,13.518,3324560,4100778269,417876.8,4.1202864
1/27/2010,13.512,3322040,4097669899,417651.2,4.1184576
1/28/2010,13.51,3321200,4096633776,417576,4.117848
1/29/2010,13.512,3322040,4097669899,417651.2,4.1184576
1/30/2010,13.52,3325400,4101814392,417952,4.120896
1/31/2010,13.494,3314492,4088359592,416933.6,4.1129712
2/1/2010,13.516,3323720,4099742146,417801.6,4.1196768
2/2/2010,13.54,3333800,4112175624,418704,4.126992
2/3/2010,13.528,3328760,4105958885,418252.8,4.1233344
2/4/2010,13.54,3333800,4112175624,418704,4.126992
2/5/2010,13.56,3342200,4122536856,419456,4.133088
2/6/2010,13.546,3336320,4115283994,418929.6,4.1288208
2/7/2010,13.548,3337160,4116320117,419004.8,4.1294304
2/8/2010,13.55,3338000,4117356240,419080,4.13004
2/9/2010,13.566,3344720,4125645226,419681.6,4.1349168
2/10/2010,13.514,3322880,4098706022,417726.4,4.1190672
2/11/2010,13.518,3324560,4100778269,417876.8,4.1202864
2/12/2010,13.542,3334640,4113211747,418779.2,4.1276016
2/13/2010,13.5,3317000,4091453160,417200,4.1148
2/14/2010,13.544,3335480,4114247870,418854.4,4.1282112
2/15/2010,13.558,3341360,4121500733,419380.8,4.1324784
2/16/2010,13.53,3329600,4106995008,418328,4.123944
2/17/2010,13.528,3328760,4105958885,418252.8,4.1233344
2/18/2010,13.53,3329600,4106995008,418328,4.123944
2/19/2010,13.536,3332120,4110103378,418553.6,4.1257728
2/20/2010,13.55,3338000,4117356240,419080,4.13004
2/21/2010,13.56,3342200,4122536856,419456,4.133088
2/22/2010,13.572,3347240,4128753595,419907.2,4.1367456
2/23/2010,13.57,3346400,4127717472,419832,4.136136
2/24/2010,13.578,3349760,4131861965,420132.8,4.1385744
2/25/2010,13.548,3337160,4116320117,419004.8,4.1294304
2/26/2010,13.578,3349760,4131861965,420132.8,4.1385744
2/27/2010,13.592,3355640,4139114827,420659.2,4.1428416
2/28/2010,13.578,3349760,4131861965,420132.8,4.1385744
3/1/2010,13.608,3362360,4147403813,421260.8,4.1477184
3/2/2010,13.622,3368240,4154656675,421787.2,4.1519856
3/3/2010,13.588,3353960,4137042581,420508.8,4.1416224
3/4/2010,13.594,3356480,4140150950,420734.4,4.1434512
3/5/2010,13.592,3355640,4139114827,420659.2,4.1428416
3/6/2010,13.588,3353960,4137042581,420508.8,4.1416224
3/7/2010,13.582,3351440,4133934211,420283.2,4.1397936
3/8/2010,13.574,3348080,4129789718,419982.4,4.1373552
3/9/2010,13.574,3348080,4129789718,419982.4,4.1373552
3/10/2010,13.574,3348080,4129789718,419982.4,4.1373552
3/11/2010,13.606,3361520,4146367690,421185.6,4.1471088
3/12/2010,13.858,3467360,4276919213,430660.8,4.2239184
3/13/2010,13.998,3526160,4349447837,435924.8,4.2665904
3/14/2010,14.052,3550712,4379732238,436821.6,4.2830496
3/15/2010,14.072,3559832,4390981575,437137.6,4.2891456
3/16/2010,14.1,3572600,4406730648,437580,4.29768
3/17/2010,14.126,3584456,4421354787,437990.8,4.3056048
3/18/2010,14.136,3589016,4426979456,438148.8,4.3086528
3/19/2010,14.16,3599960,4440478661,438528,4.315968
3/20/2010,14.176,3607256,4449478131,438780.8,4.3208448
3/21/2010,14.208,3621848,4467477071,439286.4,4.3305984
3/22/2010,14.264,3647384,4498975216,440171.2,4.3476672
3/23/2010,14.282,3655592,4509099620,440455.6,4.3531536
3/24/2010,14.288,3658328,4512474421,440550.4,4.3549824
3/25/2010,14.306,3666536,4522598825,440834.8,4.3604688
3/26/2010,14.322,3673832,4531598295,441087.6,4.3653456
3/27/2010,14.332,3678392,4537222964,441245.6,4.3683936
3/28/2010,14.354,3688424,4549597236,441593.2,4.3750992
3/29/2010,14.546,3775700,4657250436,444295.6,4.4336208
3/30/2010,14.622,3809900,4699435452,444949.2,4.4567856
3/31/2010,14.656,3825200,4718307696,445241.6,4.4671488
4/1/2010,14.688,3839600,4736069808,445516.8,4.4769024
4/2/2010,14.718,3853100,4752721788,445774.8,4.4860464
4/3/2010,14.738,3862100,4763823108,445946.8,4.4921424
4/4/2010,14.75,3867500,4770483900,446050,4.4958
4/5/2010,14.764,3873800,4778254824,446170.4,4.5000672
4/6/2010,14.778,3880100,4786025748,446290.8,4.5043344
