,Date,Netflows_acft
870,2010-05-18,6797.0974049999995
871,2010-05-19,6928.980389
872,2010-05-20,6883.062293000001
873,2010-05-21,6385.084854
874,2010-05-22,4919.417198
875,2010-05-23,5281.663803
876,2010-05-24,4176.81497
877,2010-05-25,4171.340434000001
878,2010-05-26,4334.3244429999995
879,2010-05-27,3911.4024979999995
880,2010-05-28,4159.439172
881,2010-05-29,3724.5964670000003
882,2010-05-30,2992.684967
883,2010-05-31,3641.9241869999996
884,2010-06-01,5291.362743
885,2010-06-02,4927.271705
886,2010-06-03,6071.830540999999
887,2010-06-04,7669.876961
888,2010-06-05,5985.5879939999995
